glottocode	name	latitude	longitude	iso
bang1375	Bangalore Kannada			
bang1376	Bangsa			
bang1377	Bangru of Tibet			
bani1254	Avane	5.26123	-67.5633	bvv
bani1255	Baniwa do Icana	2.17859	-67.7704	bwi
bani1258	Baniwa-Curripaco-Tariano			
bani1259	Baniwa-Curripaco			
bani1260	Baniva de Guainia			
bani1261	Baniwa Meridional			
bani1262	Baniwa do Alto Icana			
bani1263	Baniwa do Rio Guainia			
bani1264	Baniwa do Cabeceires do Cuyari			
banj1239	Banjar	0.747105	115.79	bjn
banj1240	Banjar-Berau-Brunei Malay			
banj1241	Banjar-Bukit Malay			
bank1239	Banke			
bank1251	Ban Khor Sign Language	16.911	103.296	bfk
bank1256	Bankon	4.3702	9.6403	abb
bank1257	Bankal	9.5	10.5	jjr
bank1258	Bankagooma	11.7497	-5.50744	bxw
bank1259	Bankan Tey Dogon	15.06	-2.92	dbw
banl1237	Banlol			
bann1246	Bannuchi			
bann1247	Bannoni	-6.23061	155.128	bcm
bann1248	Bannock			
bans1246	Bansbali			
bans1247	Bansyari			
bans1248	Bansoa			
bans1249	Banshū			
bant1278	Bantar			
bant1279	Bantar (Nepal)			
bant1280	Bantawic			
bant1281	Bantawa	27.12147	87.04738	bap
bant1282	Banta			
bant1284	Banti			
bant1285	Banten (Sundanese)			
bant1286	Bantik	1.44586	124.846	bnq
bant1287	Bantayan			
bant1288	Bantoanon	12.5194	122.034	bno
bant1289	Banton			
bant1290	Bantian			
bant1291	Banten (West Javanese)			
bant1292	Bantaeng			
bant1293	Bantayanon	11.2144	123.755	bfx
bant1294	Bantoid			
bant1295	Bantu A-B10-B20-B30			
bant1298	Bantang	21.725278	102.06	
bant1299	Bantu Layer Lower Guinea Portuguese			
banu1239	Banuwang			
bany1245	Banya			
bany1246	Banyok			
bany1247	Banyumas			
bany1248	Banyam			
banz1241	Banza			
banz1242	Banz-Nondugl			
banz1243	BANZL			
baoa1237	Baoanic			
baoj1238	Baojing Tujia			
baoj1239	Baojing			
baol1238	Baol Wolof			
baol1242	Baol Sereer			
baoo1237	Bao			
baou1238	Baoulé	5.42509	-4.76565	bci
bapa1239	Bapai			
bape1238	Bape			
bape1239	Bapen	12.13	-12.79	
bapo1238	Bapo			
bara1273	Baraba Tatar			
bara1347	Barau			
bara1352	Barahuwi			
bara1353	Barage			
bara1354	Dom of Syria			
bara1355	Barato			
bara1356	Baragaunle			
bara1357	Baraamu	28.3768	85.0584	brd
bara1358	Barani			
bara1359	Barabo			
bara1360	Barambo-Pambia			
bara1361	Barambu	3.34642	26.861	brm
bara1362	Barama	-2.49659	10.6777	bbg
bara1363	Barabayiiga			
bara1364	Baralaka			
bara1365	Baraka			
bara1366	Barabara			
bara1367	Barakai	-6.7394	134.671	baj
bara1368	Baras (Philipinnes)			
bara1369	Bara Malagasy	-23.9716	45.5937	bhr
bara1370	Baram Kayan	3.51211	114.482	kys
bara1371	Baras	-1.5667	119.342	brs
bara1372	Barang-Barang			
bara1373	Orya Barat			
bara1374	Bara (Papua New Guinea)			
bara1375	Barapasi	-2.28732	137.054	brp
bara1376	Baraic			
bara1377	Barai-Namiae			
bara1378	Baramu	-8.4885	143.002	bmz
bara1380	Barasana-Eduria	0.02193	-70.808	bsn
bara1394	Baram			
bara1395	Bara			
bara1398	Barashe Jewish Neo-Aramaic			
bara1399	Barapasi-Sauri-Kofei			
bara1401	Bara-Tatuyo			
bara1404	Barababaraba			rbp
bara1405	Barapu-Warapu			
bara1406	Barainic			
bara1407	Bara-Tanosy			
bara1410	Barabanki			
bara1411	Baram Onya Darat			
barb1242	Barbacoas	1.5206	-78.4834	bpb
barb1262	Barbaricino			
barb1263	Barbareño	34.462	-119.699	boi
barb1265	Barbacoan			
barb1266	Barbados-Eustatius			
barb1267	Barbados-Trinidad			
barb1268	Barbacoan (Unattested)			
barc1235	Barclayville Grebo	4.67843	-8.09378	gry
barc1236	Barclayville-Gboloo-Central Liberian Grebo			
barc1237	Barceloní			
bard1252	Bardiya			
bard1253	Bardes-Tiswadi Christian Konkani			
bard1254	Bardic			
bard1255	Bardi	-16.6274	122.906	bcj
bard1256	Bardangal			
bare1271	Barei			
bare1272	Bareko			
bare1273	Bareke			
bare1274	Bareji			
bare1275	Bareji (Gaina)			
bare1276	Baré	1.91649	-66.828	bae
bare1279	Barain	10.970124	17.911727	bva
bare1280	Barentu			
bare1281	Bareya-Amgun'			
bare1282	Bareic			
barg1250	Barguzin			
barg1251	Bargu			
barg1252	Bargam	-4.8723	145.756	mlp
barg1253	Barguzin Evenki			
barh1234	Barh Keita			
bari1241	Barikanchi	11.989	8.4331	bxo
bari1281	Barik			
bari1282	Bari (Logo)			
bari1283	Barian			
bari1284	Bari	4.19522	31.0723	bfa
bari1286	Bariai	-5.5087	148.666	bch
bari1287	Barito-Mahakam			
bari1288	Bario			
bari1290	Bariji	-9.231	148.454	bjc
bari1297	Barí	9.08497	-72.9353	mot
bari1298	Barikewa	-7.09739	143.99279	jbk
bark1244	Barkoundouba			
bark1245	Barka (Burkina Faso)			
bark1246	Barka			
bark1251	Barkali			
barl1240	Barlig			
barl1241	Barlavento			
barm1242	Barmeri			
barm1243	Barmeli			
baro1252	Barombi	4.64584	9.25261	bbi
baro1253	Barok	-3.47672	152.193	bjk
baro1254	Barongagunay			
baro1255	Barotac Viejo Nagpana			
barp1238	Barpak			
barr1247	Barrow Point	-14.1219	144.531	bpt
barr1248	Barrawa			
barr1249	Barru			
barr1251	Barro Negro Tunebo	6.12622	-72.044	tbn
barr1252	Barranbinya	-30.1	145.93	
bart1238	Bartangi	38.21974	72.11835	
bart1242	Christian Baretla			
bart1243	Bartangi-Roshorvi			
baru1265	Barutiya			
baru1266	Barup			
baru1267	Baruya	-6.89261	145.818	byr
baru1268	Baruga-Doghoro			
baru1269	Baruga	-9.40132	148.761	bjz
baru1270	Baruh			
baru1271	Baruya-Simbari			
barw1242	Barwari Jor			
barw1243	Barwe	-17.675	33.4534	bwg
barw1244	Barwozi			
bary1234	Baryulgil			
barz1241	Barzani Jewish Neo-Aramaic	31.7696	35.1536	bjf
barz1242	Barzan			
basa1276	Bas-Auvergnat			
basa1277	Basan			
basa1278	Basang			
basa1279	Basa			
basa1280	Basa-Gumna	9.94207	6.58105	bsl
basa1281	Basa-Gurmana	10.2488	6.74865	buj
basa1282	Basa (Nigeria)	8.03159	7.06183	bzw
basa1283	Basaa (A.40)			
basa1284	Basa (Cameroon)	3.80765	10.4213	bas
basa1285	Basa (Ngwo)			
basa1286	Basap	1.41405	117.942	bdb
basa1287	Basay	25.0046	121.857	byq
basa1288	Basa-Eastern Kainji			
basa1289	Basaa-Bakoko			
basa1290	Basaa-Hijuk			
basa1291	Basap-Greater Barito			
basa1292	Basaa-Yaunde (A40-70)			
basa1293	Basa Kupang			
basc1238	Basco Ivatan			
base1241	Basel German			
base1242	Basese			
bash1262	Bashgaadi			
bash1263	Bashkardi	32.0	53.0	bsg
bash1264	Bashkir	53.59671	56.55937	bak
bash1265	Basho			
bash1267	Bashkiric			
basi1245	Basila-Adele			
basi1246	Basinyari			
basi1247	Basima			
basi1248	Basiq			
basi1249	Basilectal Jamaican Creole			
bask1236	Basketo	6.45774	36.5763	bst
basl1241	Bas-Languedocien			
basl1242	Bas-Limousin			
baso1234	Basoo			
basq1236	Galician Calo			
basq1248	Basque	43.2787	-1.31622	eus
basq1249	Navarro-Labourdin Basque			bqe
basq1250	Souletin			
basq1252	Basque-Amerindian Pidgin			
basq1267	Basque-Romani			
basq1268	Basque-based pidgin			
bass1257	Basseri			
bass1258	Bassari-Tanda	12.4529	-13.3495	bsc
bass1259	Bassa-Kontagora	10.3333	4.98331	bsr
bass1260	Bassossi	5.23655	9.52275	bsi
bass1261	Basso			
bass1262	Bassaic			
bass1263	Bassari-Bedik-Bapen			
bass1265	Bassarabian Bulgarian			
bass1266	Bassa-Klao			
bast1244	Bastak			
bast1245	Basti			
bast1246	Bastari			
basu1241	Basua			
basu1242	Basurudó			
basu1243	Basum	29.986842	93.881454	
bata1284	Batau			
bata1285	Batanga	1.397041	9.51011	bnm
bata1286	Batanga (Caka)			
bata1287	Batang Lupar			
bata1288	Batak Simalungun	3.04372	98.9083	bts
bata1289	Batak Toba	2.35498	99.1761	bbc
bata1290	Batak Angkola	1.66127	99.60248	akb
bata1291	Batak Mandailing	0.85805	99.898	btm
bata1292	Batak Alas-Kluet	3.4293	97.8123	btz
bata1293	Batak Karo	2.12787	98.2517	btx
bata1294	Batak Dairi	2.51438	98.2427	btd
bata1295	Batanta	-0.862394	130.646	
bata1296	Batanta Ma'ya			
bata1297	Bataan Ayta	14.4153	120.49	ayt
bata1298	Batad Ifugao	16.8266	121.23	ifb
bata1299	Bataan			
bata1300	Batangas			
bata1301	Batak	10.1115	119.025	bya
bata1314	Bata	9.68091	12.677	bta
bata1315	Batanic			
bata1317	Batak-Central Tagbanwa			
bata1318	Batangan			
bata1319	Batad-Mayoyao			
bata1320	Bata-Bwatiye			
batc1238	Batcham			
bate1261	Bateri	34.9582	72.92674	btv
bate1262	Batek	4.8223	102.382	btq
bate1263	Batek Nong			
bate1266	Batek Teq			
bate1267	Batek The			
bate1268	Batekic			
bate1269	Bateri-Mankiyali			
bate1270	Batere-Ylyele			
bath1239	Rathi (Panjabi)			
bath1244	Bathari	17.4485	53.119	bhm
bath1248	Batha	12.188285	12.360552	
bath1249	Bathang (Batang)			
bati1250	Bati			
bati1251	Bati (Cameroon)	4.25573	11.0591	btc
bati1252	Batiwai			
bati1253	Bati (Indonesia)	-3.61403	130.815	bvt
bati1254	Baticola			
bati1255	Bati-Mbure-Yambassa			
batl1238	Batlux			
bato1244	Batongtou			
bato1245	Batoufam			
bato1246	Batomo			
bats1242	Bats	42.1806	45.344	bbl
bats1243	Batshwa-Bushoong			
bats1244	Batswa of Nkundo-Ntomba-Ekonda			
batu1255	Batu	6.81588	10.9377	btu
batu1256	Batu Sangkar-Pariangan			
batu1257	Nias Selatan			
batu1258	Batuley	-5.814412	134.784314	bay
batu1259	Batu Merah			
batu1260	Batui	-1.254442	122.487151	zbt
batu1261	Batulolong			
batu1262	Batuley-Mariri			
batu1263	Batui-Saluan			
baty1234	Butchulla	-25.44486	153.15399	xby
baub1235	Bau-Jagoi Bidayuh	1.54467	109.985	sne
bauc1238	Bauchi	10.2077	6.61686	bsf
bauc1239	Bauchi Fulfulde			
bauk1238	Baukan			
baul1240	Baule			
baum1234	Baumata			
baur1251	Bauria	25.2977	75.8713	bge
baur1252	Bauro	-10.5826	161.863	bxa
baur1253	Baure	-13.61	-63.68	brg
baur1256	Modern Baure			
baut1239	Bautzen			
bauu1243	Bau (Fijian)			
bauu1244	Bau	-5.26465	145.611	bbd
bauw1240	Bauwaki	-9.82577	148.815	bwk
bauw1241	Bauwakic			
baux1234	Bauxite Pidgin			
bauz1241	Bauzi	-2.44717	137.629	bvz
bava1246	Bavarian	47.9232	13.246	bar
bawe1237	Bawean			
bawm1236	Bawm Chin	22.4405233333	92.92553	bgr
bawu1237	Bawu			
baya1255	Bayash-Rudar			
baya1256	Bayat			
baya1257	Bayali	-24.9793	151.699	bjy
baya1258	Bayag			
baya1259	Bayan			
baya1263	Bayano			
baya1264	Bayazet			
baya1266	Bayanggop			
bayb1234	Baybayanon	10.6956	124.8086	bvy
baye1238	Bayezidi			
baye1239	Bairisch			
bayg1239	Baygo	11.13	25.22	byg
bayi1240	Bayid			
baym1237	Baymuna			
baym1241	Bay Miwok	37.784	-122.419	mkq
bayn1237	Bayninan			
bayo1255	Kugere-Kuxinge	12.6881	-16.3947	bda
bayo1256	Bayobiri			
bayo1257	Bayo			
bayo1258	Te Arawa Tuuhoe			
bayo1259	Bayono-Awbono			
bayo1260	Bayono	-5.21728	139.617	byl
bayo1261	Bayo-Morom			
bayo1262	Bayot			
bayr1238	Badre'i			
bayu1240	Bayungu	-23.3809	114.108	bxj
bayy1237	Bayyu			
bazi1237	Bazigar	25.2977	77.2213	bfr
bazz1238	Baz			
bbat1238	Bbate			
beam1240	Beami	-6.14949	142.508	beo
bear1240	Béarnais			
bear1241	Bearlake Slavey	65.186667	-123.421667	
bear1242	Bear River			
beau1239	Beaufort Murut			
beau1240	Beaufort Dusun			
beav1236	Beaver	56.7984	-120.352	bea
beav1237	Beaver-Sekani			
beba1238	Beba	6.32256	9.73577	bfp
bebe1248	Bebele	4.78874	12.824	beb
bebe1249	Bebent			
bebe1250	Bebe	6.74825	10.5646	bzv
bebe1251	Bebebele II			
bebe1252	Bebeli	-5.63282	150.323	bek
bebe1253	Bebe-Kemezung			
bebe1254	Bebeli-Mangseng			
bebi1241	Bebi			
bebi1242	Bebil	4.86672	13.3848	bxp
bebo1242	Bébote			
bebo1243	Beboid			
bech1238	Bechati			
bech1239	Becher Bay Klallam			
beck1235	Becking-Dawi			
beda1245	Bedanga			
beda1249	Beda			
bede1242	Barde			
bede1243	Bédégué			
bedi1235	Bedik	12.7531	-12.4796	tnr
bedi1236	Bediondo			
bedi1237	Bedik-Bapen			
bedj1244	Bédjou			
bedj1245	Nangnda	8.60006	17.2691	bjv
bedo1237	Bedoanas	-2.74438	132.566	bed
beee1241	Be			
beeg1236	Beege			
beek1238	Beeke	3.18438	29.9842	bkf
beel1236	Beele	10.1609	10.4204	bxq
beem1239	Beembe	-3.95895	14.1	beq
beez1238	Beezen	6.81552	10.109	bnz
beez1239	Beezen-Baazem			
befa1241	Menchum	6.27562	10.0342	bby
befa1242	Befangic			
bega1240	Begak			
begb1241	Begbere-Ejar	9.40519	7.59566	bqv
begi1237	Beginci			ebc
behb1234	Behbahani			
behe1240	Behere			
beic1238	Kajkwakhrattxi			
beic1239	Beic			
beij1234	Beijing Mandarin	39.9385466	116.1172766	
beij1235	Beijingic			
beir1241	Beira			
beir1242	Dom of Beirut			
beja1238	Beja	17.2436	36.6666	bej
beka1240	Beka			
beka1241	Riuk Bekati'	1.3307	109.576	bei
beka1242	Bekasi			
beke1238	Bekeni			
beku1238	Bekuma			
bekw1241	Bekwarra	6.73737	8.86489	bkv
bekw1242	Bekwil	1.71801	14.6527	bkw
beky1238	Bekye			
bela1254	Belarusian	53.2307	25.6038	bel
bela1255	Belanda Viri	7.41311	27.6956	bvi
bela1256	Belanda Bor	6.6503	27.8232	bxb
bela1257	Belantikan			
bela1258	Belanda			
bela1259	Belayan			
bela1260	Lemeting	4.96207	114.933	beg
bela1261	Belang			
bela1262	Belangin			
bele1248	Bele			
bele1249	Beledugu			
bele1250	Belep Proper			
bele1251	Belebele I			
bele1252	Belebele			
bele1253	Belezma			
belg1240	Belgian Picard			
belg1241	Belgian Sign Language			bvs
belg1242	Belgian Sign			
belh1239	Belhariya	26.9972	87.2783	byw
beli1257	Beli (South Sudan)	6.40428	29.7954	blm
beli1258	Beli (Papua New Guinea)	-3.67881	142.34	bey
beli1260	Belize Kriol English	17.3941	-88.6281	bzj
beli1261	Belize-Miskito Creole English			
beli1262	Belide			
beli1263	Belize Plautdietsch			
bell1243	Bella Coola	52.3448	-126.689	blc
bell1261	Bellari	13.64667	74.86354	brw
bell1262	Bel			
bell1263	Bella Bella			
bell1264	Belle-Isle Pidgin			
beln1234	Belneng	9.221681	9.534716	glb
belr1234	Bel-Roinji-Nenaya			
belt1239	Beltir			
belu1239	Belueli	1.314698	28.933744	
bema1240	Bemar			
bemb1255	Bembe	-4.49057	29.0507	bmb
bemb1256	Bemba (M.40)			
bemb1257	Bemba (Zambia)	-10.6122	29.2993	bem
bemb1258	Bemba (Democratic Republic of Congo)	-10.0	28.08	bmy
bemb1259	Bembe (Mabaale)			
bemb1261	Bembe-Buyu			
bemi1238	Bemili			
bemo1238	Bémour			
bena1257	Benarsi			
bena1258	Bena-Mboi			
bena1259	Bena			
bena1260	Bena (Nigeria)	9.74861	12.3972	yun
bena1262	Bena (Tanzania)	-9.26671	35.0364	bez
bena1263	Bena Lulua			
bena1264	Benabena	-6.09974	145.534	bef
bena1268	Benaadir			
bena1272	Benatha			
bena1273	Bena-Hehe			
bena1274	Benamanga			egm
benc1235	Bench	7.04682	35.7673	bcq
bend1238	Bendi (China)			
bend1256	Bendic			
bend1257	Bendi (Nigeria)			
bend1258	Bende	-6.22082	30.5926	bdp
bend1259	Bendeghe Etung			
bend1260	Bendi	2.20229	30.3679	bct
bend1261	Bende-Tongwe			
bene1236	Benedictine Sign Language			
bene1244	Bene			
bene1245	Benehes			
beng1239	Kata Kolok	-8.383	115.098	bqy
beng1280	Bengali	24.0	90.0	ben
beng1281	Benge (Congo)			
beng1282	Benga	1.075766	9.600739	bng
beng1283	Benge			
beng1285	Ben-Gban			
beng1286	Beng	7.78122	-4.23539	nhb
beng1287	Benggoi	-3.13924	130.091	bgy
beng1288	Benggaulu			
beng1289	Bengaic			
beng1290	Bengkulu			bke
beng1291	Bengic			
beni1241	Beni Sheko			
beni1248	Beni-Amir			
beni1249	Beni Iznassen	34.9167	-2.3167	
beni1250	Beni Touzine			
beni1251	Beni Oulichek			
beni1252	Beni Bou Yhi			
beni1253	Beni-3Amer Tigre			
beni1254	Beni Snous			
benl1235	Ben-Lomond-Cape-Portland	-41.326418	147.787122	xpb
beno1238	Benoye			
bens1234	Bensbach			
bent1237	Bentong	-4.76004	119.806	bnu
bent1238	Ben Tey Dogon	14.78	-2.94	dbt
benu1246	Benua			
benu1247	Benue-Congo			
benu1248	Benue-Congo Plateau			
benu1249	Benue-Congo Central Plateau			
beny1237	Benyadu'	0.78534	109.753	byd
beny1238	Benyadu-Bekati			
benz1238	Benza			
beoo1240	Beo (Democratic Republic of Congo)			
beoo1241	Beo			
beot1247	Beothuk	48.0	-57.0	bue
bepo1240	Bepour	-4.5985	145.442	bie
beqa1238	Beqaa Arabic			
bera1250	Berad			
bera1259	Bera	1.50054	30.0293	brf
bera1260	Bera (Cameroon)			
bera1261	Berakou	12.5	15.0	bxv
bera1262	Berau Malay	1.6687	117.934	bve
bera1263	Berawan-Lower Baram			
bera1264	Berawan			lod
bera1265	Lesan-Inaran			
bera1266	Berau-Brunei Malay			
berb1238	Berbou			
berb1259	Berbice Creole Dutch	5.3829	-58.0002	brc
berb1260	Berber			
berb1261	Berbey Sign Language	15.278462	-1.769086	
bere1248	Bereya			
bere1249	Beregadougou-Toumousseni			
bere1251	Berens River Ojibwa			
bere1252	Berezover Khanty			
berg1241	Bergamasco			
beri1253	Berinomo	-4.41689	142.463	bit
beri1254	Berik	-2.26904	138.866	bkl
beri1256	Bʿēri			
berj1234	Berjozovka	62.454	114.134	
berk1234	Berkshire			
berl1235	Berlin German			
berm1242	Bermejo Vejoz			
bern1242	Bernese			
bero1242	Berom	9.67037	8.81221	bom
bero1246	Bero			
berr1239	Berrichon			
bert1248	Berta	10.6474	34.7042	wti
bert1249	Berti	14.67	25.83	byt
besa1242	Besali			
bese1241	Besembo			
bese1242	Besep			
bese1243	Besermyan			
besi1244	Besisi	2.717	101.676	mhe
besl1239	Besleri			
besm1235	Besme	9.59226	16.0938	bes
beso1237	Besoa	-1.60095	120.379	bep
bess1237	Bessarabian Yiddish			
beta1249	Betau			
beta1252	Betawi	-6.21174	107.022	bew
beta1253	Betaf	-2.12422	139.255	bfe
beta1257	Bétanure Jewish Neo-Aramaic			
beta1259	Betaf-Vitou			
beta1260	Betawic			
beta1261	Betawi Malay			
bete1261	Bete (Yukubenic)	7.02128	9.74302	byf
bete1262	Bete-Bendi	6.62037	9.20189	btt
bete1263	Bete			
bete1264	Beten			
bete1265	Beteic			
bete1266	Bete-Lufu			
bete1267	Bete-Obanliku			
betg1234	Bet-Guk			
beti1247	Betise'			
beti1248	Beti (Côte d'Ivoire)	5.26495	-3.28627	eot
beti1249	Beti			
beti1250	Beti (Cameroon)	3.22265	11.6896	btb
beto1236	Betoi-Jirara	7.223906	-71.420238	
beto1237	Betoi			
bets1235	Betsileo			
bett1235	Betta Kurumba	11.6385	76.6064	xub
betu1237	Betul			
beuk1234	Beuk-Na Mèèw			
beuu1238	Beu			
beve1238	Bevelands			
bewa1242	Bewani			
beyl1234	Beylan			
beza1235	Bezanozano			
bezh1247	Bezhedukh			
bezh1248	Bezhta	42.1206	46.0332	kap
bezs1238	Bezshagh			
bezz1234	Bezza			
bhac1238	Bhaca			
bhad1241	Bhadrawahi	33.2851	75.8707	bhd
bhad1242	Bhadauri			
bhad1243	Bhadrawahi-Bhalesi-Curahi			
bhad1244	Bhadarwahic			
bhag1238	Bhagira			
bhal1244	Bhalesi	33.3947	76.1352	
bhal1245	Bhalay	21.2665	77.8268	bhx
bhal1246	Bhalu			
bham1239	Bhamragarh			
bham1240	Bhamani Maria			
bhan1240	Bhandari			
bhan1241	Bhandara			
bhar1240	Bharmauri			
bhar1241	Bhariati	22.3429	83.1071	bha
bhat1237	Bhatola	22.7174	80.842	btl
bhat1261	Bhattiani			
bhat1262	Bhatbali			
bhat1263	Bhattiyali	32.4022	76.0311	bht
bhat1264	Bhattiyani			
bhat1265	Bhatri	19.26078	82.24055	bgw
bhat1266	Bhatiari			
bhat1267	Bhatia			
bhay1238	Bhaya	25.482	69.31	bhe
bhel1238	Bhele	0.24553	28.6681	bhy
bhil1251	Bhili	20.85	73.9592	bhb
bhil1252	Bhilodi			
bhil1253	Bhilali	22.58346	74.59014	bhi
bhil1254	Bhil			
bhim1238	Bhim			
bhoi1239	Bhoi-Khasi			
bhoj1244	Bhojpuri	26.458455	84.817115	bho
bhoj1245	Bhojpuri Tharu			
bhoj1246	Bhojpuric			
bhoo1238	Bhoo			
bhot1235	Khunu-Töt	31.8503	78.5728	nes
bhoy1241	Bhoyari			
bhoy1242	Bhoyar Powari			
bhua1238	Bhuani			
bhuj1238	Bhujel Kham			
bhuk1238	Bhuksa			
bhul1238	Bhulia			
bhum1234	Bhumij	22.552	85.804	
bhun1241	Bhunjia (Halbi)			
bhun1242	Bhunjia	21.2761	83.1614	bhu
bhut1234	Bhutanese Sign Language	27.48405	89.33058	
biaa1238	Bia			
biab1239	Biabo			
biad1234	Bia Dan			
biaf1240	Biafada	11.467	-15.1347	bif
biag1234	Biage	-8.8794	147.6533	bdf
biag1235	Biage-Mountain Koiali			
biai1238	Biai			
biak1246	Biakpan			
biak1248	Biak	-0.9523	135.879	bhw
biak1249	Biakic			
biak1250	Biak-Roon			
bial1238	Biali	11.0382	1.08259	beh
bian1249	Biyanjiida	-5.9	34.3	
bian1250	Biangwala			
bian1251	Bian Marind	-7.35942	140.568	bpv
bian1252	Biangai	-7.33882	146.765	big
biao1253	Shidong Biao	23.656	113.391	byk
biao1254	Biao-Jiao Mien	25.5309	111.344	bje
biao1255	Biao Min			
biao1256	Biao Mon	24.6451	113.469	bmt
biao1257	Biaoic			
biar1240	Biaru-Waria			
biat1244	Biat			
biat1246	Biatah Bidayuh	1.17596	110.254	bth
biba1234	Bibaana			
bibb1234	Bibbulman	-34.90831	117.17375	xbp
bibe1238	Bibeng			
bibi1234	Bibikem			
bibl1237	Bibling			
bibl1238	Biblical Hebrew			
bibo1238	Biboki-Insana			
bich1234	Bichom			
bici1234	Bicin			
bida1238	Bidai			
bida1239	Bidayuh-Southern Land Dayak			
bida1240	Bidayuh			
bidh1234	Bidhandi			
bidi1241	Bidiyo	11.9204	18.8065	bid
bidj1245	Pitjara			
bidj1246	Bidjuki			
bidj1247	Bidjir			
bido1238	Bidor			
bidy1243	Bidyara	-25.192664	147.273359	bym
bidy1244	Kanyaki-Kagbaaga-Kajoko Bidyogo	11.1097	-16.1497	bjg
bidy1245	Bidyaric			
biem1237	Biem	-3.61342	144.816	bmc
bier1244	Bierebo	-16.6663	168.154	bnk
bier1245	Bieria-Maii			
bier1246	Bieria	-16.7867	168.232	brj
biet1238	Biete	24.273507	92.94342	biu
biga1237	Bigambal	-28.266	149.515	xbe
biga1238	Biga	-1.99574	130.272	bhc
biga1242	Bigawguno			
bign1237	Big Nykina			
bign1238	Big Nambas	-16.0903	167.239	nmb
bigt1234	Big Trout Lake Severn Ojibwa			
bigw1239	Big Woods French			
biha1245	Bihari			
biha1246	Bih	12.483333	108.016667	ibh
bihe1234	Biḥēra-Western Minufiyya-Western Ġarbiyya-Parts of Gīze			
bihi1238	Bihi			
bija1243	Bijapuri			
bija1244	Northeastern Kannada			
biji1244	Bijie			
biji1246	Bijim	9.54493	9.43876	jbm
biji1250	Bijil			
biji1251	Bijiang Bai			
biji1252	Bijimic-Sur-Shall			
bijo1238	Bijori	22.5904	84.1907	bix
bijo1239	Bijogo			
bika1250	Bikaka			
bika1251	Bikaru-Bragge	-4.86	142.945	bic
bika1252	Bi-Ka			
bike1241	Bikeng			
bike1242	Bikele			
bikh1237	Bixa			
biki1239	Bikin			
biko1240	Bikol			
biko1241	Bikol Opo			
biks1238	Biksit			
bikw1235	Bikwin-Jen			
biky1238	Bikya	6.74997	10.5333	byb
bila1253	Bilaspuri	31.3842	76.6739	kfs
bila1254	Bila (Tsonga)			
bila1255	Bila	1.16839	28.7626	bip
bila1256	Bilala			
bila1257	Karen	-4.93116	145.559	bql
bila1258	Bilaic			
bila1259	Bila-Kaiku			
bilb1241	Bilibil	-5.26505	145.764	brz
bilb1242	Bilba	-10.6503	123.307	bpz
bild1234	Bildts			
bile1243	Bilembo-Mango			
bile1244	Bile	8.90052	11.1907	bil
bile1245	Bileki			
bili1249	Bilichi			
bili1250	Bilinarra	-16.868771	130.533991	
bili1251	Bili			
bili1252	Biliau			
bili1253	Bilic			
bili1259	Biliri			
bili1260	Bilin	15.7833	38.3917	byn
bilk1238	Bilkire Fulani			
bill1238	Bil			
bilm1238	Bilma-Mowar Kanuri	19.1	13.0665	bms
bilm1239	Bilma			
bilm1240	Bilma Oasis			
bilo1248	Biloxi	31.32	-89.1951	bll
bilu1244	Bilur	-4.39732	152.334	bxf
bilu1245	Bilua	-7.92388	156.663	blb
bilu1246	Bilugu-Modin			
bilu1247	Bilugu Opo			
bima1245	Bima (oroko)			
bima1247	Bima	-8.57376	118.445	bhp
bima1248	Bima-Lembata			
bime1239	Bime			
bimi1240	Bimin	-5.38732	142.04	bhl
bimm1238	Bim			
bimo1239	Bimoba	10.4575	0.06121	bim
bina1270	Bina (Nigeria)	10.2868	8.19726	byj
bina1271	Bina (Papua New Guinea)	-10.2667	149.661	bmn
bina1273	Binaharic			
bina1274	Binahari-Ma	-10.133855	148.723092	
bina1275	Binahari-Neme	-10.0874	148.835	bxz
bina1276	Greater Binanderean			
bina1277	Binandere	-8.37433	147.884	bhg
bina1278	Binandere Proper			
bina1279	Binanderean			
binb1242	Binbinka	-16.55208	134.78661	
bind1234	Bindal-Cunningham	-19.503533	147.276395	
bind1235	Bindal-Gorton	-19.678195	147.269528	
bind1236	Bindal-Mount Elliot	-19.409007	147.002766	
bind1237	Bindalic			
bine1240	Bine	-9.08879	142.893	bon
bing1247	Bingird			
bing1248	Binga			
bing1249	Bingsjö			
bini1245	Bini (Anyin)			
bini1246	Bini	6.40701	5.70426	bin
binj1247	Binjhwari			
binj1248	Kisɛ́mbɔ́mbɔ			
binj1249	Binji	-6.7	21.7	bpj
binj1250	Binja			
binl1237	Binli			
bino1237	Binongan Itneg	17.5972	120.876	itb
bino1238	Binongko			
bino1239	Binong Sundanese			
bint1244	Bintuni			
bint1245	Bintauna	0.75069	123.486	bne
bint1246	Bintulu	3.867	113.634	bny
binu1244	Talaandig-Binukid	8.15933	124.892	bkd
binu1245	Binumarien	-6.22068	146.102	bjr
binu1246	Binuang			
bior1234	Biori			
bipi1237	Bipi	-2.11115	146.398	biq
bira1250	Birar			
bira1253	Ongota	5.29807	37.025	bxe
bira1254	Birao	-9.73716	160.52	brr
bira1255	Birarie			
bire1234	Bireeri Aweer			
birg1239	Birgit	12.0228	19.8182	btf
birg1240	Birgit-Mogum-Toram			
birh1242	Birhor	23.585	85.5611	biy
