glottocode	name	latitude	longitude	iso
biri1256	Biri	-20.1494	146.67	bzr
biri1257	Birifor			
biri1258	Northern Birifor			
biri1259	Biritai	-2.92042	137.68	bqq
biri1260	Biriin			
biri1261	Birir-Jinjiret			
birj1234	Birjandi			
birk1242	Birked	12.5	24.83	brk
birk1246	Birkai			
birr1240	Birri	5.33	24.6	bvq
birr1241	Birrpayi			xbj
birw1238	Birwa	-22.17	28.33	brl
bisa1262	Bisa-Lamba (M.50)			
bisa1264	Bisa			
bisa1265	Bisa-Busa			
bisa1268	Bisayan			
bisa1270	Bisaya-Lotud			
bisc1236	Biscayan			
bise1238	Biseni	5.40296	6.51646	ije
bise1239	Biseni-Okordia			
bish1244	Bishnupriya Manipuri	24.4578	92.0157	bpy
bish1245	Bishiri			
bish1246	Bishuo	6.67251	9.79396	bwh
bish1251	Bisharin			
bisi1243	Bisiacco			
bisi1244	Bisis	-4.46238	143.058	bnw
bisi1245	Bisi-Bana			
bisl1239	Bislama	-15.4	166.89	bis
biso1241	Bisoid			
biso1242	Bisoo			
biso1243	Bisorio	-4.77763	143.213	bir
biso1244	Bisoid-Hanic			
biss1247	Bissaula			
biss1248	Bissa	10.4257	-1.67332	bib
biss1249	Bissau-Bolama Creole			
bisu1244	Bisu	20.8542	99.9862	bzi
bisu1245	Bisu (Atlantic-Congo)			
bisu1246	Bisu-Pyen-Laomian			
bisu1247	Bisu (Retired)			bii
bita1250	Bitaapul			
bita1251	Bitare	6.87398	11.3072	brt
bita1252	Bitama			
bita1253	Bitara			
biti1244	Bitinkoore			
biti1245	Bitieku			
biti1246	Biti			
bitl1234	Bitlis Kurmanji			
bitt1240	Bit	21.3474	101.916	bgk
bitu1241	Bitui			
bitu1242	Bitur	-8.51839	142.71	mcc
bium1270	Marghic			
bium1271	Bataic			
bium1274	Dabaic			
bium1275	Teraic			
bium1279	Musguic			
bium1280	Biu-Mandara			
biwa1242	Biwangan			
biwa1243	Biwat	-4.39429	143.873	bwm
biwo1234	Biwol			
biya1234	Biyabuneki			
biya1235	Biya			
biyo1243	Biyo	22.511	101.652	byo
biyo1244	Biyom	-5.79929	145.348	bpm
bjok1234	Bjokapakha			
bjur1234	Bjursås			
blaa1241	Blaan			
blab1237	Blablanga	-8.15058	159.419	blp
blac1266	Black Nogai			
blac1267	Ninglang-Dechang Lisu			
blac1268	Black Khoany			
blac1269	Black Tai			
blac1270	Black Bolon			
blac1271	Black South African English			
blac1272	Blackwater Carrier			
blac1273	Black Hmong			
blaf1238	Mblafe-Ránmo	-8.56161	141.226	bfh
blag1240	Blagar	-8.31787	124.251	beu
blag1241	Blagaric			
blan1242	Blang	22.0092	99.7405	blr
blek1238	Blekingska			
blis1238	Bliss			
blis1239	Blissymbols			zbl
blit1237	Blit			
blon1234	Blong Dan			
bloo1239	Blood			
bloo1242	Blo			
blor1234	Blora			
blow1238	Blowo			
blyb1234	Blyberg			
boan1242	Boano (Maluku)	-2.95535	127.953	bzn
boan1243	Boano (Sulawesi)	0.51152	120.992	bzl
boan1244	Boëng			
boan1245	Boana			
boan1246	Boanaki-Paiwa			
boaz1244	Boazi			
boba1246	Bobar			
boba1247	Bobasan			
boba1248	Bobangic			
boba1249	Bobangic Riverain			
boba1250	Bobangi-Bangala-Lingala			
boba1251	Bobangi-based pidgin			
boba1252	Bobangi-Nunu			
bobo1253	Bobo			
bobo1254	Bobot	-3.43514	130.179	bty
bobo1255	Bobongko	-0.36759	121.922	bgb
boca1235	Bo-Cari			
boch1238	Bocha			
boda1234	Boda			
bode1245	Bodele			
bode1246	Bodega			
bodg1236	Bodgrong			
bodh1239	Bodho			
bodi1251	Bodin			
bodi1252	Bodiman			
bodi1253	Bodi	6.40227	36.00515	
bodi1256	Bodic			
bodi1257	Bodish			
bodo1266	Bodo Parja	19.0745	82.8774	bdv
bodo1267	Bodo Gadaba	18.3857	82.771	gbj
bodo1269	Bodo-Mech	26.1	92.0	brx
bodo1270	Bodoe			
bodo1271	Bodo (Gokana)			
bodo1272	Bodo (Central African Republic)	6.0	26.0	boy
bodo1273	Bodo (Gor)			
bodo1274	Bodougouka			
bodo1278	Bodo (Mpade)			
bodo1279	Bodo-Garo			
bodo1280	Bodo-Mech-Kachari			
boee1238	Boe			
bofi1238	Bofi	4.02043	17.3032	bff
boga1246	Bogandé			
boga1247	Bogaya	-5.54487	142.255	boq
boga1251	Boga	10.188	12.936	bvw
bogh1240	Boghomic			
bogh1241	Boghom	9.49679	10.11454	bux
bogo1240	Bogongo			
bogo1241	Bogor			
bogu1241	Boguru	4.49213	29.1344	bqu
bogu1242	Bogur (Mambila)			
boha1238	Bohaan			
boha1242	Bohairic			
bohe1240	Bohena			
bohe1241	Bohemian Romani			
bohe1242	Bohemia-West Moravia			
bohi1237	Bohilai			
boho1237	Boholano			
boht1238	Gardabani Bohtan Neo-Aramaic	41.459	45.084	bhn
boht1239	Bohtan			
bohu1238	Bohuai			
boib1239	Boi Bi			
boig1238	Boigu			
boik1241	Boikin	-3.68297	143.474	bzf
boin1237	Boinelang			
boin1238	Boin			
boje1238	Boje			
bojp1238	Bojpury			
boka1249	Bokar-Ramo	28.61433	94.066429	
boka1250	Bokabo			
boka1251	Bokai			
bokh1236	Bokha-Phuma			
bokh1237	Bokha	23.05	103.7	ybk
boki1239	Boki			
bokk1238	Bok			
bokk1242	Bokkos			
boko1260	Bokoto-Gbeya			
boko1261	Bokoto	4.75111	16.6721	bdt
boko1262	Bokoy			
boko1263	Boko (Democratic Republic of Congo)	1.51612	18.8806	bkp
boko1264	Bokonzi			
boko1265	Boko-Busa			
boko1266	Boko (Benin)	10.5189	3.71771	bqc
boko1267	Bokobaru	9.52724	3.80058	bus
boko1268	Bokod			
boko1272	Bokotá			
bokp1240	Bokpan			
bokp1241	Bok Penan			
boku1237	Boku			
bokw1238	Bokwa (Mande)			
bokw1242	Bokwa			
boky1238	Bokyi	6.10475	9.05875	bky
bola1240	Bolaghain			
bola1249	Bo-Maleng	18.18657	104.95342	bgl
bola1250	Bola	-5.55792	150.095	bnp
bola1251	Bolaang Itang			
bola1252	Bolango	0.39044	123.888	bld
bola1253	Bola-Bulu			
bola1254	Bolanci-Bele			
bole1245	Bole (Ghana)			
bole1246	Bolemba			
bole1261	Boleic			
bolg1249	Bolgar			
bolg1250	Bolgarian	48.671481	42.729234	xbo
bolg1251	Bolgo	10.9025	18.8076	bvo
bolg1252	Bolgo Kubar			
bolg1253	Bolgo Dugag			
boli1236	Bolivian Sign Language	-16.38949	-67.57823	bvl
boli1255	Bolia	-1.38362	18.09748	bli
boli1256	Bolinao	16.3071	119.853	smk
boli1260	Bolivian Arawakan			
boli1261	Bolivian Nawa			
boli1262	Bolivian-Argentinian Quechua			
boli1263	Bolia-Ntomba			
boli1264	Bolivar Highland Quichua			
boli1265	Bolivian Spanish			
bolo1260	Bologna Emiliano			
bolo1261	Kibala	-10.3511	15.0867	blv
bolo1262	Boloki	0.83463	18.4555	bkt
bolo1263	Bolondo	2.46327	19.6181	bzm
bolo1264	Bolo Djarma			
bolo1265	Bolong			
bolo1266	Bolon	11.8242	-4.75524	bof
bolo1267	Bolos Point			
bolo1268	Bolongan	2.75927	117.293	blj
bolo1269	Bolon Nanai			
bolu1241	Bolupi			
bolu1244	Bolu			
bolu1245	Bolu (Armenian)			
boly1239	Bolyu	24.7013	104.955	ply
boly1240	Pakanic			
boma1245	Bomang			
boma1246	Boma Yumu	-3.27	17.45	boh
boma1247	Boma (Surmic)			
boma1248	Tiinic			
boma1250	Boma Nkuu	-3.42	17.26	
boma1251	Boma Nord	-3.01	16.92	
bomb1239	Bombori			
bomb1258	Bombali			
bomb1259	Bomborokuy			
bomb1260	Bombi-Ngbanja			
bomb1261	Bomboli-Bozaba	1.99315	18.5131	bml
bomb1262	Bomboma	2.40195	18.7841	bws
bomb1263	Nuta			
bomb1264	Bombay Indian Sign Language			
bomb1265	Bombomic			
bomb1266	Bomboli			
bomf1238	Xeruã			
bomi1238	Bomitaba	1.70044	17.3733	zmx
bomk1234	Bom-Kim	9.27518	-11.59696	bmf
bomm1240	Bom	9.27518	-11.597	
bomo1238	Bomokandi			
bomp1241	Bompoka			
bomu1247	Bomu	12.3816	-4.538	bmq
bomu1248	Bomu (Gokana)			
bomu1249	Bomui			
bomu1250	Bomudi			
bomv1238	Bomvana			
bomw1238	Bomwali	1.71005	15.9546	bmw
bona1250	Bonan	35.515	102.01778	peh
bona1251	Bona			
bona1252	Bonarua			
bona1253	Bona Bona			
bona1254	Bonahoi			
bona1255	Bonari	-2.047516	-58.468488	
bona1257	Bonäs			
bond1244	Bondoy			
bond1245	Bondo	19.1512	83.8141	bfw
bond1246	Bondoukou Kulango	7.85945	-2.87379	kzc
bond1247	Bondei	-5.10749	38.5079	bou
bond1248	Najamba-Kindige	14.9066	-3.32636	dbu
bond1249	Bondei-Shambala			
bond1252	Bondum Dom			
bone1251	Bonea			
bone1252	Bone			
bone1253	Bone Hau			
bone1254	Bonerate	-7.37657	121.792	bna
bone1255	Bonerif	-2.09529	139.208	bnv
bong1282	Bon Gula	10.6577	19.5774	glc
bong1283	Bongo (Mid-Southern Banda)			
bong1284	Bongili	0.37063	16.6079	bui
bong1285	Bongo	7.4145	27.9918	bot
bong1286	Bong'omeek			
bong1287	Bonggo	-2.28044	139.576	bpg
bong1288	Bongao			
bong1289	Bonggi	7.29249	117.174	bdg
bong1290	Bongos			
bong1291	Bongu	-5.50519	145.806	bpu
bong1298	Bongor			
bong1299	Bongor-Jodo-Tagal-Berem-Gunu			
bong1300	Bongcher			
bong1301	Bong			
bong1302	Bongor Pidgin Arabic			
boni1238	Boniange			
boni1239	Bonin English Pidgin	27.07	142.21	
bonj1234	Impfondo	2.39823	17.6298	bok
bonk1243	Bonkeng	4.66054	9.76306	bvg
bonk1244	Bonkiman	-5.84007	146.738	bop
bonn1241	Bon			
bonn1242	Bonny-Opobo			
bont1246	Bontok-Kankanay			
bont1247	Bontok	17.09386	121.02662	bnc
bonu1238	Bonu			
bony1234	Bonya Uduk			
bonz1238	Bonzio			
book1240	Book			
book1241	Bookan	5.32519	116.474	bnb
book1242	Bookkeeping			
boon1238	Booni			
boon1242	Boon	0.41988	43.1208	bnl
boon1243	Boonwurrung	-38.44632	145.83699	
booo1255	Bo			
booo1256	Bö			
booo1257	Boo			
booo1258	Bo'o			
boor1238	Boorim			
boor1242	Boor	10.0904	17.5648	bvf
boow1238	Boow			
bopa1235	Bo (Papua New Guinea)	-4.32114	141.45	bpw
boqq1234	Boqqoya			
bora1261	Borail Sadri			
bora1262	Boran			
bora1263	Bora	-2.000259	-72.257066	boa
bora1271	Borana-Arsi-Guji Oromo	1.05676	37.882	gax
bora1272	Borana			
borc1242	Borcala			
borc1243	Borch			
bord1246	Border Komba			
bord1247	Border			
bord1248	Border Kuna	7.92993	-77.1664	kvn
bore1246	Borebo	-10.340153	149.45478	
bore1247	Borei	-4.08697	144.715	gai
bore1248	Borewar			
borg1235	Borgu Fulfulde	9.801	3.988	fue
borg1236	Borgarmalet			
bori1243	Bori-Karko	27.62812	94.3538	adi
bori1244	Borinquen			
bori1245	Bori (India)	28.9889	94.4439	
borm1238	Bor Muthun			
born1251	Bornholmska			
born1252	Borna (Democratic Republic of Congo)	1.79156	26.0814	bxx
born1254	Borneo Coast Bajaw			
boro1274	Bororo of Kano and Zaria			
boro1275	Boroma			
boro1276	Borobo			
boro1277	Boro (Ethiopia)	10.6596	35.345	bwo
boro1278	Boro (Papua New Guinea)			
boro1279	Borong	-6.56688	147.511	ksr
boro1280	Boroi			
boro1281	Bororoan			
boro1282	Bororo	-16.6029	-55.2004	bor
boro1283	Boro	7.496728	0.362291	xxb
boro1284	Boroic			
boro1285	Bororo-Otuke			
borr1242	Bor			
boru1243	Borujerdi			
boru1244	Bo-Rukul	8.9352	8.90506	mae
boru1252	Boruca	8.88093	-83.2124	brn
bosa1244	Bosambi			
bosa1245	Bosavi			
bosa1246	Bosavi Watershed			
bose1237	Boselewa	-9.44763	150.693	bwf
bose1238	Boselewa-Galeya			
bosh1240	Bosho			
bosh1241	Bosha			
bosh1242	Bōshū			
bosh1244	Boshof			
bosn1245	Bosnian Standard	43.859	17.046	bos
bosn1246	Bosnik			
bosn1247	Bosngun-Awar			
bosn1248	Bosngun	-4.16201	144.647	bqs
boso1244	Boso			
boss1241	Bossoum			
boss1242	Bossangoa			
bost1234	Boston English			
bota1238	Botai			
bota1239	Botatwe			
botb1238	Botbot			
bote1238	Bote	27.7074	84.348	bmj
bote1240	Bote Naga			
boti1239	Boti			
botl1242	Botlikh	42.665	46.22	bph
botl1243	Botlikh-Godoberi			
boto1242	Botolan Sambal	15.2315	120.164	sbl
boto1248	Boto	9.73333	9.23333	
boto1250	Botovro-Vovo-Vao			
bott1237	Botteng			
botu1238	Botunga			
botu1239	Botun			
boue1238	Boúe			
bouf1238	Boufale			
bouk1238	Boukhou			
boul1236	Boulonnais			
boun1242	Bouna			
boun1243	Bouna Kulango	8.46011	-2.74627	nku
boun1244	Bounou			
boun1245	Bo-Ung	-5.8626	144.086	mux
boun1246	Bouni-Bobe	-3.067293	141.932259	suo
boun1247	Bouni			
bour1246	Bourbonnais			
bour1247	Bourguignon-Morvandiau			
bour1248	Bouriya			
bour1249	Bouroum Koh			
bouu1238	Bou			
bouy1240	Bouyei	24.8484	106.187	pcc
bouy1241	Bouye			
bowa1234	Manus Koro	-2.03429	147.14267	kxr
bowe1238	Bowena			
boya1241	Boyao			
boya1242	Boyali			
boye1238	Boyerahmadi			
boza1238	Bozaba	2.07295	18.6784	bzo
boze1239	Boze-Giringarede	-9.06186	143.04108	
boze1240	Boze-Loro			
bozo1251	Bozom			
bozo1252	Bozo			
brab1243	Brabants			
brag1240	Bragat	-3.48707	142.495	aof
brag1241	Bragat-Aruop-Amol			
brah1255	Brahmani			
brah1256	Brahui	29.04	66.56	brh
brah1260	Brahmaputran			
braj1242	Braj	26.4758	78.0813	bra
braj1243	Braj Bhasha			
bran1235	Märkisch			
bras1238	Brasmi			
braw1237	Brawbaw			
braz1236	Brazilian Sign Language	-15.5	-48.0	bzs
braz1238	Brazilian Calão			
braz1246	Brazilian Portuguese			
braz1247	Brazil-Portugal Portuguese			
braz1248	Brazilian Kashinawa			
breb1234	Brebes			
brek1238	Brek Karen	19.0561	96.8365	kvl
brem1238	Barem	-4.67372	145.562	buq
brer1240	Breri	-4.73271	144.707	brq
brer1241	Breri-Romkun			
bres1234	Breslauisch			
bret1244	Breton	48.2452	-3.78934	bre
brib1243	Bribri	9.39794	-83.0539	bzd
brib1244	Bribri Sign Language	9.4	-83.05	rib
brij1240	Brijia			
brin1245	Bringen			
brit1235	British Sign Language	51.6688	-0.4431	bfi
brit1243	British Creole			
brit1244	Brithenig			bzt
brit1245	British Romani			
brok1247	Brokskat	34.5308	76.6026	bkk
brok1248	Brokpake	27.3438	91.9972	sgt
brok1249	Dur Brokkat	27.6544	90.648	bro
brok1250	Broken Slavey			
brok1252	Broken Oghibbeway			
broo1238	Broome Pearling Lugger Pidgin	-17.927	122.233	bpl
broo1239	Brooke's Point Palawano	8.83891	117.871	plw
broo1240	Brooke-Canipaan Palawan			
brou1236	Brou-So			
brud1238	Bru Dong Sen Keo			
brui1237	Bruit			
bruk1238	Bru Kok Sa-At			
brul1239	Brulé			
brul1240	Brule Spanish			
brun1235	Bruny Island	-43.373112	147.247925	xpz
brun1242	Brunei	4.456045	114.429505	kxd
brun1243	Brunei Malay			
brun1244	Brung			
brun1245	Brunei Bisaya-Dusun	4.60791	114.517	bsb
brun1246	Brunei-Bacan Malay			
brun1247	Brunca Sign Language	9.978549	-84.821363	rnb
brun1250	Brunei Dusun			
brun1251	Brunei Bisaya			
brun1252	Bruneic Malay			
brus1234	Brusseleir			
bryt1239	Brythonic			
bsli1234	BSLic			
buaa1245	Bua	9.92491	18.0821	bub
buaa1246	Bua (Indonesia)			
buag1237	Buaga			
buai1235	Ba-Korom			
buak1234	Bua-Kim-Day			
bual1235	Bualkhaw Chin	22.91	93.68	cbl
bual1236	Bua-Lua			
buam1238	Buamu	11.1687	-3.50303	box
buan1245	Buang linkage			
buan1246	Riverine Bua			
buba1239	Bubanda			
bube1242	Bube	3.53638	8.68929	bvb
bubi1239	Bubi (Kele)			
bubi1249	Bubia	4.02178	9.22304	bbx
bubi1250	Bubi	-1.16762	12.32251	buw
bubi1251	Bubis			
bubu1234	Bubu			
bubu1235	Bubu Gula			
buch1237	Bucho			
buda1244	Budapest			
buda1251	Bu Dang			
buda1252	Budai			
budd1234	Buddhist Hybrid Sanskrit			
bude1236	Budeh Stieng	11.6917	106.691	stt
budi1247	Budip			
budi1248	Budigri			
budi1249	Budibud	-9.29802	153.689	btp
budj1234	Bujaic			
budj1235	Budja (C.37)			
budo1240	Budon Kakanda			
budo1241	Budong-Budong	-2.07756	119.327	bdx
budu1248	Budukh	41.2272	48.3353	bdk
budu1249	Budukhi			
budu1250	Budu	2.00501	27.951	buu
budu1264	Budugum			
budu1265	Buduma	13.0692	14.4492	bdm
budu1266	Budu-Ndaka-Mbo			
budy1238	Budya			
budz1238	Budza	2.19951	22.6107	bja
buen1244	Buena Vista Yokuts	35.22038	-119.23748	
buen1245	Buena Vista Chontal			
buen1246	Bueng			
bufe1238	West Hills Bafut			
bufu1238	Bufumbwa			
buga1247	Bugan	23.6124	104.963	bbh
buga1248	Buga-Kxoe			
buga1249	Bugau			
buga1250	Bugawac	-6.67519	147.32	buk
buga1251	Bugan (Retired)			bgh
buge1238	Buge			
bugh1239	Bughotu	-8.47948	159.802	bgt
bugi1243	Tamanic-Bugis			
bugi1244	Buginese	-4.47	119.977	bug
bugi1245	Bugis			
bugl1238	Buglial			
bugl1243	Buglere	8.57695	-81.25648	sab
bugo1238	Bugombe			
bugt1234	Bugti			
bugu1245	Chayangtajo	27.6802977	93.1302774	
bugu1246	Bugun	27.1929556	92.4713002	bgg
bugu1247	Bugumbe			
bugu1248	Bugudum			
bugu1249	Bugurdži			
buha1234	Buhar			
buhi1243	Buhi	13.17	123.5	ubl
buhi1244	Buhid-Taubuid			
buhi1245	Buhid	12.6396	121.21	bku
buhu1237	Buhutu	-10.5074	150.18	bxh
buin1246	Buynak			
buin1247	Buinic			
buin1248	Buin			
bujh1238	Bujhyal	28.0084	84.5068	byh
buji1242	Buji			
buji1243	Bujiyel			
buka1254	Buka (Banda-Mbres)			
buka1255	Bukala			
buka1257	Bukar-Sadung Bidayuh	0.96817	110.657	sdo
buka1258	Bukar Bidayuh			
buka1259	Bukar Sadong			
buka1260	Bukau			
buka1261	Bukat	1.29075	113.246	bvk
buka1262	Buka			
buka1263	Bukat-Ukit-Beketan-Lugat-Lisum			
bukh1238	Bukharic	41.0	64.0	bhh
buki1246	Bukira			
buki1247	Bukit Malay	-2.75049	115.64	bvu
buki1248	Bukitan	2.34947	114.895	bkn
buki1249	Bukiyip	-3.47169	143.111	ape
buki1250	Bukiyip-Abu			
buki1251	Bukidnon			
buki1254	Bukit Kokenop			
bukp1238	Bukpi			
bukp1239	Bukpic			
buks1238	Buksa	29.0853	79.4233	tkb
buku1248	Bukur			
buku1249	Bukusu	0.68043	34.7719	bxk
buku1250	Buku			
bukw1238	Bukwen	6.9415	10.2006	buz
bula1254	Bulagat			
bula1255	Bularnu	-21.02656922	138.1566659	
bula1256	Bulalakaw			
bula1257	Bulacan			
bula1259	Bulaka River			
bula1260	Bulangic			
buld1238	Dana	9.267004	33.710946	
bule1241	Bulei			
bule1242	'Bulengee			
bulg1240	Bulgarian Sign Language	42.7918	25.0026	bqn
bulg1262	Bulgarian	43.3646	25.047	bul
bulg1263	Bulgar Gagauz			
bulg1264	Bulgai			
bulg1265	Bulgebi	-5.69713	146.403	bmp
buli1253	Buli-Koma			
buli1254	Buli (Ghana)	10.5763	-1.26748	bwu
buli1255	Buli (Indonesia)	1.0008	128.443	bzq
buli1256	Buli			
buli1260	Buli (Bauchi State)	10.22809	9.77206	uly
bull1245	Southern Mel			
bull1246	Bullom			
bull1247	Bullom So	9.0	-13.16	buy
bull1248	Bulla			
bulo1242	Bulo Stieng	11.9777	106.798	sti
bulo1243	Bulo			
bulo1244	Bulo (Indonesia)			
bulu1250	Buluf			
bulu1251	Bulu (Cameroon)	3.16141	11.6365	bum
bulu1252	Buluyiema			
bulu1253	Bulu (Papua New Guinea)	-5.06134	150.101	bjl
bulu1255	Bulu	27.4488607	92.4299111	
buma1244	Bumaji	6.4491	9.36028	byp
buma1245	Buma-Kxoe			
buma1246	Bumal			
buma1247	Bumang	23.02	103.34	bvp
bumb1240	Bumbira			
bumb1241	Bumbita Arapesh	-3.65508	142.859	aon
bumd1238	Bumdemba			
bumm1238	Bum	6.48655	10.418	bmv
bumo1235	Bumo			
bumt1238	Bumthangic			
bumt1240	Bumthangkha	27.6494	90.8037	kjz
bumw1238	Bumwangi			
buna1272	Bu Nar			
buna1273	Bunu	24.1025	107.711	bwx
buna1274	Bunaban			
buna1275	Bunaba	-17.8297	125.631	bck
buna1276	Bunama	-10.0761	151.066	bdd
buna1277	Buna	-3.95553	144.119	bvn
buna1278	Bunak	-9.13618	125.216	bfn
buna1279	Bunama-Mwatebu			
buna1280	Bu-Nao-Bunu			
bund1252	Bundeli-Bharia			
bund1253	Bundeli	24.8982	78.9542	bns
bund1254	Tucangu			
bund1255	Gbunde			
bund1256	Bunda			
bund1257	Bundu (Taginambur)			
bund1258	Burui-Gaikundi			
bung1259	Bung	6.40736	11.6389	bqd
bung1263	Bungla			
bung1264	Bunganditj	-36.5	140.5	xbg
bung1265	Bungu	-8.32587	32.8801	wun
bung1266	Bungo			
bung1267	Bungase			
bung1268	Bungku-Tolaki			
bung1269	Bungku	-3.22197	122.212	bkz
bung1270	Bungain	-3.69674	143.796	but
bung1271	Bungee			
buni1245	Buninga (Namakura)			
buni1246	Buninga			
buni1247	Buniabura			
bunj1244	Bunjwali			
bunj1245	Bunji			
bunj1246	Bunji (Atlantic-Congo)			
bunj1247	Bunjevac			
bunm1234	Bun-Mundukumo			
bunn1240	Bun	-4.51885	143.892	buv
buno1240	Bunong			
buno1241	Bunoge Dogon	14.43	-3.49	dgb
bunu1265	Bunuo			
bunu1266	Central Yoruba			
bunu1267	Bunun	23.4116	121.025	bnn
buol1237	Buol	0.97727	121.519	blf
bura1267	Burarra	-12.3061	134.365	bvr
bura1268	Burama			
bura1269	Buraka	4.42283	20.7161	bkg
bura1270	Burak-Loo			
bura1271	Burak	9.49451	11.0698	bys
bura1272	Bura			
bura1273	Buraadiga	-3.9	34.1	
bura1274	Burangasi			
bura1276	Burate	-2.79301	136.038	bti
bura1292	Bura-Pabir	10.4822	12.3007	bwr
bura1293	Bura Kokura			
bura1294	Burate-Wate			
bura1295	Bura Sign Language	10.478601	12.28484	
bura1296	Bura-Marghi			
bura1297	Buraic			
bura1298	Buram-Saraf			
bura1299	Burai			
bura1300	Bura (Espiritu Santo)	-15.40319	166.67531	
burd1238	Burduna	-22.9646	114.658	bxn
burd1239	Burdur			
bure1238	Bureran			
bure1242	Bure	10.4603	10.4554	bvh
burg1244	Burgenland Croatian	47.544	16.626	
burg1245	Burgandi			
burg1246	Burgenland Romani	47.272	16.222	
burg1247	Burghersdorp			
buri1257	Buriram			
buri1258	Buriat			bua
buri1259	Buringuni			
burj1242	Burji	4.44624	38.4646	bji
burk1234	Burkina Faso Sign Language	12.363514	-1.5238	
burm1258	Burma Tamil			
burm1262	Burma Pyu	21.31928	95.897864	pyx
burm1263	Burmbar	-16.41653	167.73124	vrt
burm1264	Burmeso	-2.47582	138.203	bzu
burm1265	Burmo-Qiangic			
burm1266	Burmish			
burm1267	Burma Tangkhul Naga			ntx
burn1237	Burnay Ifugao			
buru1295	Bu Rung			
buru1296	Burushaski	36.2161	74.8236	bsk
buru1297	Buru (Banda-Banda)			
buru1298	Buru			
buru1299	Buru-Angwe	7.01091	10.8617	bqw
buru1300	Burulo			
buru1301	Northern Burun	10.725	33.921	bdi
buru1303	Buru (Indonesia)	-3.43957	126.632	mhs
buru1304	Burusu	3.36912	117.012	bqr
buru1305	Burukene			
buru1306	Burum-Mindik	-6.51663	147.333	bmu
buru1307	Burumakok	-5.12217	140.03	aip
buru1308	Buruwai	-3.54561	133.327	asi
buru1309	Burui	-4.03527	143.015	bry
buru1318	Buruwa			
buru1320	Burunge	-5.21369	35.963	bds
buru1322	Buruic			
buru1323	Burundi Pidgin French			
buru1324	Burullus			
buru1325	Burundi Sign Language			lsb
buru1326	Buru (Nigeria)			
buru1327	Buruanga Aklanon			
buru1328	Burun			
burz1239	Burzhan			
busa1251	Busam	5.8604	9.68068	bxs
busa1252	Busan			
busa1253	Busa	9.91074	4.39929	bqp
busa1254	Busami	-1.73681	136.032	bsm
busa1255	Busang Kayan	0.03494	115.401	bfg
buse1238	Busere Bongo			
bush1247	Bushoong	-4.69463	21.4556	buf
bush1248	Bush Unua			
bush1249	Bush Mengen			
bush1250	Kibosy Kiantalaotsy-Majunga	-12.9652	45.1368	buc
bush1251	Bushoong-Wongo-Lele			
bush1252	Bushehri			
busi1239	Busi			
buso1238	Busoa	-5.60524	122.622	bup
buso1242	Buso	12.5008	17.6011	bso
buss1239	Bussa	5.74987	37.2017	dox
busu1243	Busu Djanga			
busu1244	Busuu	6.68152	9.78433	bju
busu1245	Busu			
buta1242	Butam	-4.471696	152.245674	
butb1235	Butbut Kalinga	17.2239	121.091	kyb
bute1242	Buteha			
bute1243	Bute Bamnyo			
butl1235	Butler English	13.05	80.165	
butl1236	Butlih			
butm1237	Farafi	-15.3353	167.034	bnr
buto1237	Butonic			
butu1242	Butuo Yi			
butu1243	Butuan-Tausug			
butu1244	Butuanon	8.87009	125.418	btw
buuu1244	Bu	9.05077	8.65697	jid
buuu1245	Bu'u			
buuu1246	Buu	6.54	10.28	
buwa1239	Buwag			
buwa1243	Buwal	10.6151	13.8838	bhs
buwa1244	Buwal-Gavar			
buwa1245	Buwag-Jog Tao			
buwe1237	Buweyeu			
buxa1234	Buxara Arabic			
buxi1237	Buxinhua			bxt
buya1244	Buyang			byu
buya1245	Buya	-4.90828	26.298	byy
