ngab1239,Written
teri1250,Primarily oral
cypr1248,Primarily oral
germ1281,Primarily oral
kols1241,Primarily oral
lowe1385,Written
nort2627,Primarily oral
pola1255,Primarily oral
uppe1395,Written
west2356,Primarily oral
nort2626,Primarily oral
dani1285,Written
afar1241,Written
tigr1271,Written
amha1245,Written
soma1255,Written
faro1244,Written
kala1399,Written
hait1244,Written
kaby1243,Primarily oral
taga1278,Primarily oral
tumz1238,Primarily oral
moro1292,Primarily oral
hass1238,Written
tari1263,Written
taha1241,Primarily oral
tuni1259,Primarily oral
cent2194,Written
tach1250,Written
tazn1238,Primarily oral
tach1249,Primarily oral
chac1249,Primarily oral
chim1302,Written
colo1256,Written
imba1240,Primarily oral
waor1240,Written
achu1248,Primarily oral
shua1257,Written
zapa1253,Primarily oral
finn1318,Written
chuv1255,Written
esto1258,Written
ingr1248,Primarily oral
copt1239,Primarily oral
siwi1239,Primarily oral
beja1238,Written
doma1258,Primarily oral
egyp1253,Written
kenu1243,Primarily oral
liby1240,Written
nobi1240,Written
zena1248,Primarily oral
bili1260,Written
nara1262,Written
qima1242,Primarily oral
saho1246,Written
kuna1268,Written
tigr1270,Written
span1263,Primarily oral
basq1248,Written
astu1245,Written
gali1258,Written
aari1239,Primarily oral
arbo1245,Primarily oral
awng1244,Written
bais1246,Primarily oral
benc1235,Written
boro1277,Written
dawr1236,Written
dime1235,Primarily oral
dizi1235,Written
east2652,Primarily oral
gamo1243,Written
gaww1239,Written
hara1271,Primarily oral
kafa1242,Written
kist1241,don't know
koor1239,Written
kweg1241,Primarily oral
maja1242,Written
male1284,Primarily oral
meen1242,Written
murs1242,don't know
seba1251,Primarily oral
shab1252,Primarily oral
shek1244,Primarily oral
sida1246,Written
wola1242,Written
yems1235,Written
zays1235,Written
burj1242,Primarily oral
hame1242,Primarily oral
bora1271,Primarily oral
daas1238,Primarily oral
turk1308,Primarily oral
bert1248,Written
gumu1244,Written
west2721,Written
komo1258,Written
anua1242,Written
kaci1244,Primarily oral
murl1244,Written
nuer1246,Written
suri1267,Written
nort2671,Written
norw1258,Written
kare1335,Primarily oral
fiji1243,Written
rotu1241,Primarily oral
west2519,Primarily oral
tuva1244,Written
gilb1244,Written
chuu1238,Written
kapi1249,Primarily oral
moki1238,Primarily oral
nuku1260,Primarily oral
pohn1238,Written
pulu1242,Primarily oral
ulit1238,Primarily oral
wole1240,Primarily oral
yape1248,Written
ping1243,don't know
kosr1238,Written
bret1244,Written
ligu1248,Written
maor1244,Primarily oral
fren1243,Primarily oral
wall1257,Written
duma1253,Primarily oral
myen1241,Primarily oral
ndum1239,Primarily oral
sang1333,Primarily oral
tsog1243,Primarily oral
beng1282,Written
brit1235,Primarily oral
corn1251,Primarily oral
scot1245,Written
wels1246,Primarily oral
iris1253,Written
manx1243,Primarily oral
bats1242,Primarily oral
ming1252,Primarily oral
urum1249,Primarily oral
chec1245,Written
bezh1248,Primarily oral
dido1241,Primarily oral
hunz1247,Primarily oral
ingu1240,Written
svan1243,Primarily oral
abkh1244,Written
lazz1240,Primarily oral
emer1243,Primarily oral
araw1276,Primarily oral
ndyu1242,Written
sara1340,Written
adam1238,Primarily oral
avat1244,Primarily oral
buli1254,Written
chum1261,Written
gaaa1244,Written
konn1242,Written
tamp1252,Written
tumu1242,Written
vagl1239,Written
akan1250,Written
bimo1239,Primarily oral
dagb1246,Written
ewee1241,Written
ikpo1238,Primarily oral
konk1269,Written
lele1264,Written
mamp1244,Written
ntch1242,Written
pula1263,Written
soni1259,Written
west2500,Written
mand1436,Written
nucl1347,Written
jola1262,Written
jola1263,Written
mand1419,Written
uppe1455,Written
xaas1235,Primarily oral
baga1272,Primarily oral
pula1262,Primarily oral
susu1250,Written
bass1258,Written
libe1247,Primarily oral
loma1260,Written
band1352,Primarily oral
mend1266,Written
sout2778,Primarily oral
kura1250,Primarily oral
timn1235,Written
wame1240,Primarily oral
bube1242,Primarily oral
gree1271,Primarily oral
achi1256,Written
agua1252,Primarily oral
itza1241,Primarily oral
ixil1251,Primarily oral
kaqc1270,Written
poqo1254,Primarily oral
qanj1241,Primarily oral
sipa1247,Primarily oral
tzut1248,Written
chor1273,Primarily oral
chic1271,Primarily oral
chuj1250,Written
fran1266,Primarily oral
kich1262,Written
mamm1241,Primarily oral
tekt1235,Written
west2635,Primarily oral
poqo1253,Written
cham1312,Written
biaf1240,don't know
mank1251,Written
berb1259,Primarily oral
wara1303,Primarily oral
pech1241,Primarily oral
toll1241,Primarily oral
maya1285,Primarily oral
misk1235,Primarily oral
abui1241,Primarily oral
abun1252,Primarily oral
achi1257,Written
adan1251,Primarily oral
aghu1255,Primarily oral
